title,authors,source,year,doi,abstract
Advancements in Artificial Intelligence for Automated Software Development,"R Singh - Recent Trends in Computer Science …, 2025 - admin.mantechpublications.com",Google Scholar via SerpApi,2025,http://admin.mantechpublications.com/index.php/RTiCSaST/article/view/1916,… The advent of Artificial Intelligence has introduced intelligent automation techniques capable … AI has extended beyond coding to optimize software project management and operational …
Software Project Management vs INGO Project Management Tools: A Comparative Analysis,"S Sharangi, S Mathivathany - uijrt.com",Google Scholar via SerpApi,2025,https://uijrt.com/articles/v6/i6/UIJRTV6I60025.pdf,"This research presents a comparative analysis of project management tools utilized by software-based companies (SC) and International non-governmental organizations (INGOs), …"
Optimizing IT Governance and Project Management in Software Development through AI Integration and COBIT 2019 Framework,"A Teguh, J Slamet, H Saputro… - … Innovation and Its …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10761914/,"… , time, and resource management by integrating artificial intelligence (AI) and COBIT 2019 framework in software project management. Using the SEERA dataset, which includes 120 …"
Examine the Potential of Artificial Intelligence in Enhancing Project Management Agility: Concerning Norwegian Companies,SMD Senarath - 2024 - openarchive.usn.no,Google Scholar via SerpApi,2025,https://openarchive.usn.no/usn-xmlui/handle/11250/3154975,"Systems capable of learning and accomplishing tasks in the same way as the human brain works are known as Artificial intelligence (AI). It can change and improve various industries, …"
Exploring Stakeholders' Perspectives on the Impact of Generative AI on IT Project Management Roles,"B Kardum, Ž Car - 2025 MIPRO 48th ICT and Electronics …, 2025 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/11132036/,… The question of whether the active use of generative artificial intelligence in IT project management could diminish the importance of general professional certifications (including but not …
Enhancing team diversity with generative ai: A novel project management framework,"J Chan, Y Li - 2024 IEEE 48th Annual Computers, Software …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10633342/,"… In this paper, we present a project management framework empowered by GenAI agents. This framework adheres to the basic process of traditional project management (initiation, …"
"Using GenAI in IT project management: case studies, insights and challenges","S Ostrowski - … Naukowe Politechniki Śląskiej. Seria Organizacja i …, 2025 - mostwiedzy.pl",Google Scholar via SerpApi,2025,https://mostwiedzy.pl/pl/publication/download/1/using-genai-in-it-project-management-case-studies-insights-and-challenges_104634.pdf,"… Purpose: This study examines the potential of integrating Generative Artificial Intelligence (GenAI) into IT project management, with a view to identifying how it could transform project …"
Towards a dynamic ontology based software project management antipattern intelligent system,"D Settas, I Stamelos - … on Tools with Artificial Intelligence (ICTAI …, 2007 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/4410282/,"… However, the approach used in this paper assumes that software project management knowledge that can be encoded in antipatterns, is accumulated through experience. Hence, it’s …"
Research on IT Engineering Project Resource Management System Based on Artificial Intelligence,"J Zhan - Journal of Theory and Practice of Management …, 2025 - centuryscipub.com",Google Scholar via SerpApi,2025,https://centuryscipub.com/index.php/JTPMS/article/view/685,"… However, the development of artificial intelligence in IT project management still faces constantly changing demands and technological challenges. In the future, only by continuously …"
Project Management Revolution: How Startups Integrate Artificial Intelligence to Succeed,"A Aliyev - Ancient land, 2024 - aem.az",Google Scholar via SerpApi,2025,https://aem.az/uploads/posts/2025/01/Q.D.%206.12%20%C9%99sas%20(1)-140-143.pdf,"… With an emphasis on how cutting-edge technologies like artificial intelligence (AI), cloud … how sustainability might be incorporated into IT project management. In order to reduce …"
A conceptual framework for applying artificial intelligence in project management,"G Auth, J Jöhnk, DA Wiecha - 2021 IEEE 23rd conference on …, 2021 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/9610711/,"Due to their characteristic novelty and uniqueness, projects do not appear as a promising application domain for the use of artificial intelligence (AI) at first glance. Since most AI methods…"
"AI driven strategic decision-making in IT project management: Enhancing risk assessment, cost control, and efficiency","SH Tanim, MS Ahmad - Available at SSRN, 2025 - papers.ssrn.com",Google Scholar via SerpApi,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5202585,… of Artificial Intelligence (AI) in IT project management has … Traditional IT project management frameworks often struggle … The synergy between AI and IT project management fosters a …
Importance of artificial intelligence in technology project management,"GB Fotso, A Pradhan, N Sukdeo - Proceedings of the First …, 2022 - ieomsociety.org",Google Scholar via SerpApi,2025,https://ieomsociety.org/proceedings/2022australia/302.pdf,"Considering the volume of information technology (IT) project management failures occurring in businesses that strive to become fully digitalized, the present paper uses diagnosis and …"
Learning Software Project Management From Analyzing Q&A's in the Stack Exchange,"A Ahmadi, F Delkhosh, G Deshpande… - Ieee …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10014990/,… ANALYSIS OF TEXTUAL DATA IN SOFTWARE PROJECT MANAGEMENT The second stream of the literature includes research that applied Artificial Intelligence (AI) tools for analyzing …
Enhancing Risk Identification in Software Project Management through Artificial Intelligence and Machine Learning,"AE CATANA, A FLORESCU - recentonline.ro",Google Scholar via SerpApi,2025,https://www.recentonline.ro/2025/075/Catana-R75.pdf,"The increasing complexity of software development projects has amplified the challenges associated with risk identification and management. Traditional risk identification methods, …"
Artificial Intelligence in Cloud Security: Project Management Strategies for Threat Detection and Incident,S Somanathan - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Sureshkumar-Somanathan/publication/391205036_Artificial_Intelligence_in_Cloud_Security_Project_Management_Strategies_for_Threat_Detection_and_Incident_Response/links/680da4d5df0e3f544f4a01ae/Artificial-Intelligence-in-Cloud-Security-Project-Management-Strategies-for-Threat-Detection-and-Incident-Response.pdf,… Implementing artificial intelligence in cloud security is a challenging task that requires the … that allow for the seamless integration of artificial intelligence technologies. Agile and DevOps …
"ADAPTING SOFTWARE PROJECT MANAGEMENT FOR SUSTAINABILITY, ENVIRONMENTAL RESPONSIBILITY, AND ETHICS IN SOFTWARE …","S Kumar, R Kaushik - ijmrme.crystalpen.in",Google Scholar via SerpApi,2025,https://ijmrme.crystalpen.in/uploads/6830af1e3d98e_747.pdf,"… applications of artificial intelligence, the ethical path is complex and has multiple faces. By promoting for a detailed set of ethical guidelines made for software project management, this …"
"Ethical and Legal Considerations of AI in IT Project Management: Addressing AI Biases, Data Privacy, and Governance","AR Nabil, M Sultan, MR Amin… - Journal of …, 2025 - al-kindipublishers.org",Google Scholar via SerpApi,2025,https://al-kindipublishers.org/index.php/jcsts/article/view/9074,"… (AI) continues to reshape the IT project management field, ethical and legal issues are … in IT project management. This article explores the possible risks of artificial intelligence in …"
OPTIMIZING RESOURCE ALLOCATION AND SCHEDULING STRATEGIES IN SOFTWARE PROJECT MANAGEMENT: A SYSTEMATIC APPROACH,"MM Sattar, M Sarfraz, NA Khan… - Spectrum of …, 2025 - sesjournal.com",Google Scholar via SerpApi,2025,https://sesjournal.com/index.php/1/article/view/492,… -allocation and scheduling studies in software project management that is presented in … well as Boolean search strings (eg software project management AND (resource allocation OR …
AI-Driven Project Management Systems: Enhancing IT Project Efficiency through MIS Integration,"KB Siddiqa, H Rahman, CR Barikdar… - … in Intelligent Systems …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10974128/,"… Artificial Intelligence (AI) and Machine Learning (ML) in IT project management systems, … In summary, integrating AI in IT project management offers numerous benefits, including …"
Navigating the Future of IT Project Management: From Global Crises to AI-Driven Transformation,"J Manseau, M Mignerat - 2025 - aisel.aisnet.org",Google Scholar via SerpApi,2025,https://aisel.aisnet.org/pacis2025/aiandml/aiandml/4/,"… This study examines the evolution of IT project management, … transformations, reshaping IT project management practices. … ’s increasing influence on IT project management practices. …"
The impact of artificial intelligence on project management: Exploring the benefits and challenges of integrating AI tools and technologies in project …,"O Chinedu, LJ Serrano-Tamayo - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Luis-J-Serrano/publication/388411825_Advanced_in_Management_and_Innovation_working_papers_journal/links/679754474c479b26c9bae5f3/Advanced-in-Management-and-Innovation-working-papers-journal.pdf,"… This study examined how artificial intelligence (AI) affects project management practices, … -making tasks, and enhance software engineering management processes. AI adoption can …"
Market Trends in 2024 in the IT Project Management Industry,"NM Stan, AB Predescu, AM Titu - Journal of Research & Innovation for …, 2024 - jriss.4ader.ro",Google Scholar via SerpApi,2025,https://jriss.4ader.ro/wp-content/uploads/2024/11/3.-Nicoleta-Madalina-Stan-Adrian-Bogorin-Predescu-Aurel-Mihail-Titu-Market-Trends-in-2024-in-the-IT-Project-Management-Industry.pdf,"… IT project management is being redefined by several key trends. The integration of Artificial Intelligence (… of the latest market trends in IT project management, examining their impact on …"
An LLM-based multi-agent framework for agile effort estimation,"TL Bui, HK Dam, R Hoda - arXiv preprint arXiv:2509.14483, 2025 - arxiv.org",Google Scholar via SerpApi,2025,https://arxiv.org/abs/2509.14483,"… Effort estimation is an important aspect of software project management, especially in the planning and monitoring stages. Its accuracy may significantly impact project outcomes – …"
On Characteristics and Process Requirements of Artificial Intelligence Projects,"A Krieg, S Theobald, S Brandt, P Guckenbiehl - … 2024-Neues Arbeiten in …, 2024 - dl.gi.de",Google Scholar via SerpApi,2025,https://dl.gi.de/items/48b5ae45-651d-4a51-8142-3a6b5970745e,… We also wanted to investigate what kind of process model and project management framework is most suitable to successfully lead AI projects. We conducted structured interviews with …
Smart recommender for the configuration of software project development teams,"MÁ Rodríguez-García, F García-Sánchez… - Expert Systems with …, 2024 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S0957417424020086,"The development of Social Media has caused an incredible change in the way people communicate and share information. It provides a set of platforms, web-based applications and …"
GenAI-Enabled Backlog Grooming in Agile Software Projects: An Empirical Study,"KL Oftebro, A Nguyen-Duc, KK Kemell - arXiv preprint arXiv:2507.10753, 2025 - arxiv.org",Google Scholar via SerpApi,2025,https://arxiv.org/abs/2507.10753,"… has been placed on how GenAI supports software developers—such as through code generation, documentation, and testing [6,18,8], its application in software project management …"
"Exploring the Landscape of Multicriteria Decision Making in Software Project Management: Trends, Challenges, and Future Directions.","M Madanchian, H Taherdoost - EAI Endorsed Transactions …, 2025 - search.ebscohost.com",Google Scholar via SerpApi,2025,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20329407&AN=182131314&h=do%2BPRPwLNvhlb5T3AmkKiAqyCa401H8EDKA1dqU%2BMeZRklzbZ8oM0MVE%2F2qXVoh06Y%2FU7AfmXfdFnh%2FmidJp7w%3D%3D&crl=c,"… (MCDM) in software project management, emphasizing its … MCDM techniques in software project management, providing … utilization in software project management, highlighting …"
Symbio Coding: An Educational Testbed for AI Agent Simulation as Software Development Team Member,"B Misnevs, M Savrasovs… - 2025 13th International …, 2025 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/11045965/,… simulation model for use in the educational process in IT project management courses. … [16] proposed a selfcollaboration framework where multiple LLM agents act as specialized …
"Process Models and Estimation Methods in Cloud, Artificial Intelligence and Mobile Software Development Scenarios: A Systematic Review","S Pandey, A Kothari - International Journal of Computer Applications - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Sadhana-Pandey/publication/393534916_Process_Models_and_Estimation_Methods_In_Cloud_Artificial_Intelligence_And_Mobile_Software_Development_Scenarios_A_Systematic_Review/links/688f2dee58199117bcaa0b36/Process-Models-and-Estimation-Methods-In-Cloud-Artificial-Intelligence-And-Mobile-Software-Development-Scenarios-A-Systematic-Review.pdf,"… Overall, software project management involves managing, allocating, and timing resources … estimation methods to achieve successful software project management. Estimation plays a …"
Big Data Control and Optimization of Project Management,"M Liu - … on Software Engineering, Artificial Intelligence …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10673960/,"… is under increasing pressure, and the traditional project management framework is facing great challenges. The urgency of agile project management framework is obvious [2]. These …"
Effective Approaches and Challenges in Software Project Management,"A Shah, G Thakur - Journal of Software …, 2025 - admin.mantechpublications.com",Google Scholar via SerpApi,2025,http://admin.mantechpublications.com/index.php/JoSEST/article/view/2086,"… The future of Software Project Management will be shaped by automation, artificial intelligence, and data-driven decision-making. Predictive analytics will enable project managers to …"
Get real get better: A framework for developing agile program management in the US Navy supported by the application of advanced data analytics and AI,"J Haase, PB Walker, O Berardi, W Karwowski - Technologies, 2023 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2227-7080/11/6/165,"… artificial intelligence with agile software development methodologies and the role of artificial intelligence … the impact of agile methods on software project management, arguing that agile …"
Artificial Intelligence on Project Management Performance Domains,"M Craveiro, L Domingues - Procedia Computer Science, 2025 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S1877050925006623,"… the influence of artificial intelligence tools on project … between a specific set of artificial intelligence tools and certain project … This study contributes to the Artificial Intelligence area, along …"
A proposal for research on the application of AI/ML in ITPM: Intelligent project management,"A Mishra, A Tripathi, D Khazanchi - International Journal of …, 2023 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/a-proposal-for-research-on-the-application-of-aiml-in-itpm/315290,"… According to the market research firm Tractica, the global artificial intelligence software market … This paper describes IT project management (ITPM) processes and associated tasks and …"
AI-Driven Cybersecurity in IT Project Management: Enhancing Threat Detection and Risk Mitigation,"F Mahmud, CR Barikdar, J Hassan… - Journal of …, 2025 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Syed-Nazmul-Hasan/publication/390913543_AI-Driven_Cybersecurity_in_IT_Project_Management_Enhancing_Threat_Detection_and_Risk_Mitigation/links/6804bcc3bfbe974b23afc4a9/AI-Driven-Cybersecurity-in-IT-Project-Management-Enhancing-Threat-Detection-and-Risk-Mitigation.pdf,"… days, conventional cybersecurity solutions in IT project management tend to fall short. As the … adoption of Artificial Intelligence (AI) in cybersecurity solutions in IT project management. In …"
"The Future of Project Management: Embracing artificial intelligence for enhanced efficiency, data-driven decision-making, and collaborative teamwork",F Taheri Khosroshahi - 2024 - gupea.ub.gu.se,Google Scholar via SerpApi,2025,https://gupea.ub.gu.se/handle/2077/82467,… Applications of artificial intelligence methods have been made to knowledge management and software project management procedures to facilitate the management of complicated …
Revolutionizing Project Management with Artificial Intelligence: Increasing Efficiency and Decision-Making Capabilities.,"AS Fernandes, DP Frederick, AM Osta… - Advances in …, 2025 - search.ebscohost.com",Google Scholar via SerpApi,2025,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00989258&AN=183767905&h=%2BmVfOyNMfxVjVVkKtKh8WquPh9vHpAQzToZlOGSHkDYbi8YXsQnz89vU0UPEtzo8dmoV0eRLhPmUQJ3mc37%2BTg%3D%3D&crl=c,"… by the use of Artificial Intelligence (AI) in project management. Artificial intelligence (AI) has the … In the end, this article seeks to offer a thorough grasp of how artificial intelligence (AI) …"
Fostering Agile IT Project Management and Interpersonal Skills Using AI-Enhanced Game-Based Learning,"D Dolezal, Y Velaj, L Spreitzer… - 2024 IEEE Frontiers in …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10893026/,"… game-based learning in an IT project management course, aimed at improving students’ … ’ reflections on teamwork in the IT project management course, alongside standardized course …"
Artificial intelligence in IT project management,"AE Fiodorova, DA Zubovich - 2024 - elib.bsu.by",Google Scholar via SerpApi,2025,https://elib.bsu.by/bitstream/123456789/321515/1/639-642.pdf,"… The aim of this survey is to explore the impact of AI on IT project management. The aim is … role of artificial intelligence in the modern world, why AI is important in IT project management, …"
An Empirical Study of Artificial Intelligence Support in Software Project Management,"D Dżega, W Pietruszkiewicz - Prace Naukowe Uniwersytetu …, 2009 - dbc.wroc.pl",Google Scholar via SerpApi,2025,https://www.dbc.wroc.pl/Content/122155/Dzega_Pietruszkiewicz_An_Emperical_study_of.pdf,"n this article we present an application of Artificial ntelligence in software project management by estimation of software metrics. Due to increasing significance of Open Source, we …"
The influence of agile methodology (Scrum) on software project management,"F Hayat, AU Rehman, KS Arif… - … , Artificial Intelligence …, 2019 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/8935813/,… Software project management also plays important role in agile based software project. Agile methodology influence software project management at … in Software Project Management. …
Using AI to develop a framework to prevent employees from missing project deadlines in software projects-case study of a global human capital management (HCM) …,"Y Sheoraj, RK Sungkur - Advances in engineering software, 2022 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S0965997822000540,… This is being achieved through the integration of Artificial intelligence (AI) and Machine learning. AI is continuously driving businesses to success and modernizing the world of projects. …
Augmented agile: Human-centered ai-assisted software management,"R Hoda, H Dam, C Tantithamthavorn… - IEEE …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10176159/,"… It is our belief that augmented agile and our proposed solution, the agile copilot, will usher in another paradigm shift in software project management and propel it into the next era of …"
Impact of artificial intelligence (AI) on information technology (IT) project management in Ireland,DS Nahate - 2024 - esource.dbs.ie,Google Scholar via SerpApi,2025,https://esource.dbs.ie/items/994bd2af-572c-4418-892b-3be3ae5756c4,"This study investigates the impact of Artificial Intelligence (AI) on IT project management in Ireland. The research aims to explore AI’s influence on project management practices, identify …"
A Business Process Model for Augmented Artificial Intelligence in IT Project Management,C Canlas - 2024 - aisel.aisnet.org,Google Scholar via SerpApi,2025,https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1016&context=treos_icis2024,… The Project Management Institute is also looking at practice-oriented project management through the utilization of emerging agile concepts and companies can take …
Project Management Framework for Digitalization of Logistics Processes,"K Muthutantrige, SM Hasan… - 2023 IEEE International …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10472907/,"… studies highlight the transformative power of digitalization in the logistics industry, with scholars emphasizing the integration of advanced technologies such as artificial intelligence, big …"
Big data and cloud computing in IT project management: A framework for enhancing performance and decision-making,"F Mahmud, SM Orthi, ASM Saimon, M Moniruzzaman… - 2025 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Mia-Md-Tofayel-Gonee-Manik/publication/390832747_Big_Data_and_Cloud_Computing_in_IT_Project_Management_A_Framework_for_Enhancing_Performance_and_Decision-Making/links/67ff8d3fbd3f1930dd5f709d/Big-Data-and-Cloud-Computing-in-IT-Project-Management-A-Framework-for-Enhancing-Performance-and-Decision-Making.pdf,… systems for IT project management to optimize … artificial intelligence and machine learning technology automate decision processes when managing IT projects. IT project management …
LLM-Aware Static Analysis: Adapting Program Analysis to Mixed Human/AI Codebases at Scale,"SK Azmi - Global Journal of Engineering and Technology …, 2025 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Khundmir-Azmi-Syed/publication/395721836_LLM-Aware_Static_Analysis_Adapting_Program_Analysis_to_Mixed_HumanAI_Codebases_at_Scale/links/68d1d3d1220a341aa14e5cfd/LLM-Aware-Static-Analysis-Adapting-Program-Analysis-to-Mixed-Human-AI-Codebases-at-Scale.pdf,"… Also, the study provides insight into the impact of integrating AI on code security and maintenance practices, which directly influences long-term software lifecycle management. The …"
Exploration of artificial intelligence utilization potential in various stages of project management,I Simanonytė - 2025 - epublications.vu.lt,Google Scholar via SerpApi,2025,https://epublications.vu.lt/object/elaba:229581877/,"[eng] This thesis examines the potential impact of artificial intelligence (AI) on the 12 principles of project management outlined in the PMBOK Guide, 7th edition. Interviews with project …"
An experience-based approach to software project management,"C Vasudevan - … Conference on Tools with Artificial Intelligence …, 1994 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/346435/,… This paper describes an experience-based model for software project management. In this … Cost estimation and risk assessment functions of software project management are covered …
IT Project Management Frameworks: Evaluating Best Practices and Methodologies for Successful IT Project Management,"A Rahman - Academic Journal on Artificial Intelligence, Machine …, 2024 - elibrary.ru",Google Scholar via SerpApi,2025,https://elibrary.ru/item.asp?id=74727636,"This study provides a systematic review of IT project management frameworks, examining the effectiveness, adaptability, and risk management strategies of methodologies such as Agile…"
The last state of artificial intelligence in project management,"MR Davahli - arXiv preprint arXiv:2012.12262, 2020 - arxiv.org",Google Scholar via SerpApi,2025,https://arxiv.org/abs/2012.12262,… Artificial intelligence approaches to achieve strategic control over project cash flows. Autom. … artificial neural networks based prediction systems in software project management. J. Syst. …
Pulling the plug: Software project management and the problem of project escalation,"M Keil - MIS quarterly, 1995 - JSTOR",Google Scholar via SerpApi,2025,https://www.jstor.org/stable/249627,Information technology (IT) projects can fail for any number of reasons and in some cases can result in considerable financial losses for the organizations that undertake them. One …
Trends in IT project management: Agile methodologies and their impact on project success,"SS Babu - Journal of Recent Trends in Computer Science and …, 2024 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Journal-Pub/publication/383373919_Trends_in_IT_Project_Management_Agile_Methodologies_and_Their_Impact_on_Project_Success/links/66c9f2fec2eaa5002314a659/Trends-in-IT-Project-Management-Agile-Methodologies-and-Their-Impact-on-Project-Success.pdf,"Agile methodologies have revolutionized project management by emphasizing flexibility, iterative development, and collaboration. This paper explores the key benefits of Agile practices…"
Predictive Analytics for Software Project Management,"A Marvellous, I Frigerio, D Verdi, U Schultz… - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Ayodele-Marvellous/publication/395004507_Predictive_Analytics_for_Software_Project_Management/links/68af230eca495d7698304358/Predictive-Analytics-for-Software-Project-Management.pdf,"The field of software project management has evolved from traditional, linear methodologies to dynamic, iterative frameworks to cope with increasing complexity and uncertainty. …"
"Intelligent Resource Forecasting in Strategic IT Project Management: Models, Approaches, Tools","O Palamarchuk - Futurity Proceedings, 2025 - futurity-proceedings.com",Google Scholar via SerpApi,2025,http://futurity-proceedings.com/index.php/home/article/view/190,"… Abstract: The paper explores models and tools for intelligent resource forecasting in the context of strategic IT project management. Emphasis is placed on artificial intelligence, …"
Study of the principle of augmented competency in the audit of IT projects in the environment of artificial intelligence,"S Bushuyev, A Ivko - Technology audit and production reserves, 2024 - journals.uran.ua",Google Scholar via SerpApi,2025,https://journals.uran.ua/tarp/article/view/310525,… is a theoretical framework that integrates artificial intelligence (AI) into syncretic project … increasing the competence of artificial intelligence (AI) in IT project management requires a …
AI-Integrated Cyber Security Risk Management Framework for IT Projects,"H Jabbar, S Al-Janabi, F Syms - 2024 International Jordanian …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10847294/,… technologies such as artificial intelligence (AI) within IT project management frameworks is … This paper proposes an AI-enhanced Cyber-Resilient IT Project Management Framework …
"Optimizing IT Project Management in Ukraine's Aviation Sector: Challenges, Opportunities, and Strategic Insights","Z Zinaida, Z Zsivkó, Z Mykhailo, M Zsivkó, S Anastasiia… - 2024 - dspace.kmf.uz.ua",Google Scholar via SerpApi,2025,https://dspace.kmf.uz.ua/jspui/handle/123456789/4440,"… enhancing IT project management in … IT project management strategies aimed at addressing issues such as cybersecurity, global competition, and the integration of artificial intelligence (…"
Integrating Information Security Management System from ISO/IEC 27001 with Software Project Management Utilizing Scrum Framework,"W Seawsakul, N Prompoon - … Big Data & Artificial Intelligence & …, 2025 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/11181341/,"… This research emphasizes the integration of ISMS with software project management, … ISMS with Scrum-based software project management to address the increasing demand for …"
Robotic process automation for software project management,"CN Rajadhyaksha, JR Saini - 2022 IEEE 7th International …, 2022 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/9823972/,… in different areas in software project management can help in reducing … software project management where RPA can be used for making the process of software project management …
A knowledge based approach to assist in telecommunications software project management,"M Ahmad, WF Opdyke, MW Kim… - … ,-Spanning the Universe., 1988 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/13792/,"… that artificial intelligence techniques can … software project management task difficult, what knowledge based technology is, aspects of telecommunications software project management …"
MODERN TECHNOLOGIES IN IT PROJECT MANAGEMENT,"T Zorić, V Makitan, E Brtka - ENGINEERING MANAGEMENT AND …, 2021 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/95018972/Proceedings_EMC2021.pdf#page=133,"… Implementation of cloud computing, IoT and artificial intelligence in the IT project management may represent a difference, which is to some extent shown in this paper. Future work may …"
Technical risk model of machine learning based software project development-A multinational empirical study using modified Delphi-AHP method,"CT Lin, SJ Huang - Information and Software Technology, 2024 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S0950584924000545,… for the failure of ML-based software project development. The proposed technical risk model of ML-based software project development with the identified severity and probability …
Data-driven decision making for sustainable IT project management excellence,"V Pantović, D Vidojević, S Vujičić, S Sofijanić… - Sustainability, 2024 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2071-1050/16/7/3014,"… into key dimensions of IT project management excellence, … sustainability outcomes within IT project management. By … and practice in sustainable IT project management, offering …"
Conceptual model-based reasoning for knowledge-based software project management,"KD Bimson, LB Burris - [1988] Proceedings of the Twenty-First …, 1988 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/11915/,"… We consider most current software project management methodologies to be built from the same underlying primitive concepts, relations, and constraints. Among other things, the …"
"Optimizing IT Project Management in Ukraine's Aviation Sector: Challenges, Opportunities, and Strategic Insights","З Живко, М Живко… - Acta Academiae …, 2024 - aab-economics.kmf.uz.ua",Google Scholar via SerpApi,2025,https://aab-economics.kmf.uz.ua/aabe/article/view/225,"… of IT project management has … of IT project management strategies aimed at addressing issues such as cybersecurity, global competition, and the integration of artificial intelligence (AI) …"
Innovative Learning Platforms Enhance Knowledge Transfer in Software Project Management: A Paradigm for New Services Development.,"N Srisuksa, M Wiriyapinit, P Bhattarakosol… - TEM Journal, 2025 - temjournal.com",Google Scholar via SerpApi,2025,https://www.temjournal.com/content/142/TEMJournalMay2025_1478_1493.pdf,… for knowledge transfer in software project management is lacking. … artificial intelligence and machine learning in knowledge transfer applications for software project management …
Innovative Learning Platforms Enhance Knowledge Transfer in Software Project Management: A Paradigm for New Services Development.,"N Srisuksa, M Wiriyapinit, P Bhattarakosol… - TEM Journal, 2025 - temjournal.com",Google Scholar via SerpApi,2025,https://www.temjournal.com/content/142/TEMJournalMay2025_1478_1493.pdf,… for knowledge transfer in software project management is lacking. … artificial intelligence and machine learning in knowledge transfer applications for software project management …
A distributed software project management framework,"KU Sarker, R Hasan, AB Deraman… - Journal of Advances in …, 2023 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Raza-Hasan-2/publication/372477238_A_Distributed_Software_Project_Management_Framework/links/64b90706c41fb852dd876bbc/A-Distributed-Software-Project-Management-Framework.pdf,… This research proposed and evaluated a new framework for software project management … is to minimize the challenges of virtual software project management. Rest of the paper is …
Discussion on How to Innovate and Improve the Computer Software Engineering Management,"X Chen - Forum on Research and Innovation Management, 2024 - ojs.scineer-pub.com",Google Scholar via SerpApi,2025,https://ojs.scineer-pub.com/index.php/FRIM/article/viewFile/4004/3766,"… With the continuous development of artificial intelligence, big data, cloud computing and other emerging technologies, software engineering management extremely needs to integrate …"
Problems and features of IT-project management in modern conditions,B Yu - 2024 - dspace.onu.edu.ua,Google Scholar via SerpApi,2025,https://dspace.onu.edu.ua/items/df63f4b1-da6e-4a0d-bc54-840524fa3309,"… , artificial intelligence and other new technologies have brought unprecedented challenges and opportunities to IT project management. … with modern IT project management is resource …"
