ID,ENTRYTYPE,title,author,year,journal,volume,number,pages,doi,url,keywords,abstract,note,issn
AMANDIO2021100081,article,Intelligent planning of road pavement rehabilitation processes through optimization systems,Ana Margarida Amândio and José Manuel {Coelho das Neves} and Manuel Parente,2021,Transportation Engineering,5,,100081,https://doi.org/10.1016/j.treng.2021.100081,https://www.sciencedirect.com/science/article/pii/S2666691X21000373,"Artificial intelligence, Pavement rehabilitation, Optimization, Project management, Metaheuristics","Pavement rehabilitation comprises a very time sensitive and complex set of operations. Not only does this type of construction typically rely on very expensive heavy mechanical equipment, it also usually involves closing lanes that will inevitably cause delays to users. Although there is an increasing interest in completing these rehabilitation interventions with the lowest costs and durations, the planning of this process is currently mostly based on experience. Thus, this paper focuses on developing an optimization system based on an evolutionary multi-objective approach, capable of supporting decision making in road pavement rehabilitation planning. The main contributions of this paper are two-fold. On the one hand, it tackles an identified research gap regarding the study of the viability and the gain associated with the implementation of multi-objective optimization in planning of pavement rehabilitation projects. On the other hand, a more practical contribution is related to the development of a system capable of supporting decision making throughout design phases. The capabilities of the system are validated in a real motorway pavement rehabilitation project. Results demonstrate the ability of the system to quickly output optimal solutions, that not only support decision making, but also enhance flexibility and efficiency from the decision-maker viewpoint. The optimization system is an important contribution to more intelligent and sustainable pavement engineering, by promoting the global optimization of technical, economic and environmental objectives.",,2666-691X
CRAVEIRO20251583,article,Artificial Intelligence on Project Management Performance Domains,Mariana Craveiro and Luísa Domingues,2025,Procedia Computer Science,256,,1583-1590,https://doi.org/10.1016/j.procs.2025.02.294,https://www.sciencedirect.com/science/article/pii/S1877050925006623,"Artificial Intelligence, AI, AI Tools, AI Solutions, AI Strategies, AI Techniques, Project Management","This study ambitions to investigate the influence of artificial intelligence tools on project management performance domains, aiming to investigate if it is possible to make any association between a specific set of artificial intelligence tools and certain project management performance domains, as well as verifying what are the benefits and challenges of said associations. This study contributes to the Artificial Intelligence area, along with the Project Management area by providing purposeful insights on their alliance, and additionally, addresses a critical gap in the literature and provides valuable insights into the Project Management Performance Domains, contributing to advancements in the field.",CENTERIS - International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies,1877-0509
TURSUNBAYEVA2024357,article,Adoption of artificial intelligence: A TOP framework-based checklist for digital leaders,Aizhan Tursunbayeva and Hila {Chalutz-Ben Gal},2024,Business Horizons,67,4,357-368,https://doi.org/10.1016/j.bushor.2024.04.006,https://www.sciencedirect.com/science/article/pii/S000768132400051X,"Artificial intelligence, Digital leadership, Digitization, Organizational culture, AI skills, Employee trust","In the evolving digital landscape, organizations and leaders face increasing pressure to adopt and effectively utilize artificial intelligence (AI), which is steadily entering the management, work, and organizational ecosystems and enabling digital transformations. We observe AI-based applications assisting employees in daily tasks, project management, decision-making, and collaboration. But the successful adoption of AI is a complex and multifaceted process that requires careful consideration of various factors. What are the specific factors affecting the full adoption of AI from a multilevel viewpoint? This article presents a framework-based checklist concerning technology, organizations, and people (TOP) designed to assist digital leaders in navigating the challenges associated with AI adoption. Drawing upon extensive research and industry insights, this checklist provides digital leaders with a comprehensive tool to assess and address critical considerations during the adoption of AI. By systematically evaluating the technology, organization, and people dimensions, organizations and digital leaders can enhance their chances of a successful digital transformation and gain a competitive advantage in the digital age.",,0007-6813
WU202457,article,Risk management of engineering projects installation using Analytic Hierarchy Process,Hanmei Wu and Xiaoqing Cai and Man Feng,2024,Infrastructure Asset Management,12,1,57-69,https://doi.org/10.1680/jinam.23.00058,https://www.sciencedirect.com/science/article/pii/S2053025024000186,"Analytic Hierarchy Process, early warning evaluation, electromechanical installation projects, project management, risk management, risk & probability analysis, uncertain factors, uncertainty","The electromechanical installation project in the city park is confronted with numerous risks, prominently involving uncertainty and human factors, which are critical to the project’s overall success. This study carefully identified and categorized the project risks into a detailed hierarchical structure, employing the Analytic Hierarchy Process (AHP) to systematically quantify their relative importance. The findings revealed that uncertainty factors bear a significantly greater influence on the overall project risks compared to human factors. Notably, the research highlighted an inverse relationship between the reduction of uncertainty and the effectiveness of human intervention, thus offering a novel perspective on managing project risks. This study's technical innovation lies in the creation of a comprehensive risk assessment framework, which enables project managers to accurately identify, evaluate, and devise effective control strategies tailored to the specific risks identified. Future research endeavors will focus on harnessing advanced data analysis technologies and artificial intelligence algorithms to enhance the risk assessment process further, aiming to improve decision-making accuracy, optimize resource allocation, and ultimately boost project success rates.",,2053-0250
NAZARENKO2022102364,article,Applying digital technologies in technology roadmapping to overcome individual biased assessments,Anastasia Nazarenko and Konstantin Vishnevskiy and Dirk Meissner and Tugrul Daim,2022,Technovation,110,,102364,https://doi.org/10.1016/j.technovation.2021.102364,https://www.sciencedirect.com/science/article/pii/S0166497221001450,"Technology roadmap, Artificial intelligence, Technology assessment, Market roadmap, Integrated roadmap, Digital technologies","Using digital technologies for technology roadmapping has the advantage of significantly extending the range of information sources used for the roadmap. Thus, a more solid evidence-based foundation for the integrated roadmap is provided, and the risk of biased individual judgements limited. The main challenge of extending the information base lies in processing information and integrating into aggregate indicators for the final roadmap. The revised methodology was pilot tested for a roadmap on the development of artificial intelligence technologies and their applications in a large Russian company. The roadmap is being already used by a large state-owned Russian corporation for strategic and investment decision making and project management including investment priority-setting, identification of technological forks and strategic alternatives, revelation of areas of presence and lack of competence, risk assessment, identification of potential consortia and the potential tasks for them, project expertise, and proactive project search.",,0166-4972
ISSA2024e38759,article,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,Tomayess Issa and Mahnaz Hall,2024,Heliyon,10,19,e38759,https://doi.org/10.1016/j.heliyon.2024.e38759,https://www.sciencedirect.com/science/article/pii/S2405844024147901,"Teamwork assessment, Self/peer evaluation, Teamwork framework, AI, Academic integrity","Generative artificial intelligence (AI) tools have become a major challenge in the education sector in terms of the way that students use and manage them. This study examines the development, implementation, and evaluation of a teamwork framework by using academic integrity standards and formative feedback to minimise the use of generative AI tools in the Business Project Management (BPM) unit and promote students' learning skills through teamwork and self/peer evaluation. This teamwork assessment was designed to transform students into independent learners by improving their cultural awareness, self-confidence, teamwork, communication, leadership, as well as personal and interpersonal skills. The study's objectives are to determine whether a teamwork framework can help to maintain academic integrity and transform BPM students into independent learners and leaders in the era of generative AI, and to determine whether lecturers' formative feedback enhances students' skills in teamwork assessment. This research comprises an empirical study of 408 local and international BPM students from different cultural backgrounds. A mixed-methods approach was used to collect data and achieve a broader perspective of the research topic. BPM students reported their satisfaction with this type of assessment since it helped them acquire skills such as intercultural effectiveness and teamwork. Following the implementation of the teamwork framework, the number of instances of academic misconduct and requests for extensions have decreased dramatically, while the assessment's average marks increased by 10 %. A set of recommendations is offered that will ensure the successful implementation of the proposed framework for teamwork assessment and self/peer evaluation. This study was limited to the Business Project Management unit, but in 2024, the same study will be conducted involving other postgraduate units at Curtin University with a future rollout in other universities to compare how students perceive teamwork assessment.",,2405-8440
ZHANG202568,article,Enhancing construction workers’ health and safety: mechanisms for implementing Construction 4.0 technologies in construction organizations,Qian Zhang and Zhipeng Liu and Siliang Yang,2025,"Engineering, Construction and Architectural Management",32,13,68-103,https://doi.org/10.1108/ECAM-11-2024-1517,https://www.sciencedirect.com/science/article/pii/S0969998825000037,"Construction 4.0, Health and safety, Digital transformation, Factors, Project management, Well-being, Technology Management, Innovation","Purpose
The construction industry is notorious for high risks and accident rates, prompting professionals to adopt emerging technologies for improved construction workers’ health and safety (CWHS). Despite the recognized benefits, the practical implementation of these technologies in safety management within the Construction 4.0 era remains nascent. This study aims to investigate the mechanisms influencing the implementation of Construction 4.0 technologies (C4.0TeIm) to enhance CWHS in construction organizations.
Design/methodology/approach
Drawing upon integrated institutional theory, the contingency resource-based view of firms and the theory of planned behavior, this study developed and tested an integrated C4.0TeIm-CWHS framework. The framework captures the interactions among key factors driving C4.0TeIm to enhance CWHS within construction organizations. Data were collected via a questionnaire survey among 91 construction organizations and analyzed using partial least squares structural equation modeling to test the hypothesized relationships.
Findings
The results reveal that: (1) key C4.0TeIm areas are integrative and centralized around four areas, such as artificial intelligence and 3D printing, Internet of Things and extended reality; and (2) external coercive and normative forces, internal resource and capability, business strategy, technology competency and management (BST), organizational culture and use intention (UI) of C4.0 technologies, collectively influence C4.0TeIm-CWHS. The findings confirm the pivotal roles of BST and UI as mediators fostering positive organizational behaviors related to C4.0TeIm-CWHS.
Practical implications
Practically, it offers actionable insights for policymakers to optimize technology integration in construction firms, promoting industrial advancement while enhancing workforce well-being.
Originality/value
The novel C4.0TeIm-CWHS framework contributes to the theoretical discourses on safety management within the C4.0 paradigm by offering insights into internal strategic deployment and compliance challenges in construction organizations.",,0969-9988
CALVETTI2020158,article,Challenges of upgrading craft workforce into Construction 4.0: framework and agreements,Diego Calvetti and Pedro Nuno Mda Magalhes and Sujesh Francis Sujan and Miguel Chichorro Gonalves and Hiplito Jos {Campos de Sousa},2020,"Proceedings of the Institution of Civil Engineers - Management, Procurement and Law",173,4,158-165,https://doi.org/10.1680/jmapl.20.00004,https://www.sciencedirect.com/science/article/pii/S1751430420000069,"contracts & law, information technology, project management","Craft workforce is the main productive factor in traditional construction. Construction 4.0 visions are based on automation and digitalisation, meaning that human site activities will require/stipulate changes. The extent to which manual tasks done by humans in construction will be replaced is uncertain. This might vary considering the context or type of work. Construction 4.0 includes craft workforce activities, as these can benefit from technology, fostering digital transformation in the short/medium term. The research scope is workforceinnovationmanagement using data from job sites. A framework is developed based on data future use involving electronic performance monitoring, building information modelling, smart contracts and artificial intelligence. A systematic scoping review is developed to identify legal/ethical issues in connection to technological aspects. The discussion and findings focus on General Data Protection Regulation compliance to apply the proposed framework. Optimised humanmachine-controlled environments must be ethically managed by pre-established collective agreements and must rely on each workers awareness and consent. The findings suggest that the human aspects if improperly addressed could result in a bottleneck of digital transformation advances. Along with the framework, the paper provides a step-by-step, streamlined review of the regulations and requirements that need to be considered when implementing electronic monitoring of workers.",,1751-4304
BOZORGZADEH2023165,article,Automated progress measurement using computer vision technology in UK construction,Abbas Bozorgzadeh and Tariq Umar,2023,Proceedings of the Institution of Civil Engineers - Smart Infrastructure and Construction,176,4,165-182,https://doi.org/10.1680/jsmic.22.00026,https://www.sciencedirect.com/science/article/pii/S239787592300011X,"artificial intelligence, construction management, project management, UN SDG 9: Industry, innovation and infrastructure","A critical concern with the UKs construction project progress monitoring and control techniques is their dependency on data collection, which is time consuming and unproductive and may lead to various circumstances in managing projects. However, collecting and accurately analysing information from construction sites requires the development of technologies. As key artificial intelligence (AI) technology, computer vision (CV) is a powerful tool for big data analysis that can address the aforementioned challenges. This study explores the status of CV-based construction progress monitoring (CV-CPM) adoption and the main barriers to and incentives for its adoption within the UK construction sites. In this respect, after an extensive review of the literature covering the AI technology in construction management and the concept, function and usage of CV and its integration with construction progress monitoring, including its benefits and drivers and technical challenges, a questionnaire was administered to UK construction professionals to collect their perceptions. The study results indicated that construction practitioners were relatively aware of CV-CPM but lacked competencies and skills. CV-CPM has been perceived to be relatively better than the traditional approach. Implications such as the cost of implementation, lack of expertise and resistance to change were the major challenges in CV-CPM adoption. Meanwhile, technological development, decision making and competitiveness were classified as incentives for its adoption.",,2397-8759
KOUDRIACHOV2025112428,article,Success with Agile Project Management: Looking back and into the future,Catarina Koudriachov and Carlos Tam and Manuela Aparicio,2025,Journal of Systems and Software,226,,112428,https://doi.org/10.1016/j.jss.2025.112428,https://www.sciencedirect.com/science/article/pii/S0164121225000962,"Agile project management, Critical success factors, Project strategy, Adaptiveness","We show what the influential factors and practical strategies are that contribute to agile project management success. The research model comprises three people-related factors (personal characteristics, team capability, and customer involvement), three technological factors (gamification, artificial intelligence, and marketing intelligence), and one dependent variable (agile project management success). Based on 143 questionnaire responses, our findings reaffirm the positive impact of personal characteristics and customer involvement while challenging the roles of gamification and team capability, suggesting that their effects are more context-dependent than previously thought. Our findings also highlight that agile project management success depends on the interplay between remote work and team capability, with strong team skills being highly important for agile methodologies, especially in traditional office settings.",,0164-1212
FELICETTI2024100545,article,Artificial intelligence and project management: An empirical investigation on the appropriation of generative Chatbots by project managers,Alberto Michele Felicetti and Antonio Cimino and Alberto Mazzoleni and Salvatore Ammirato,2024,Journal of Innovation & Knowledge,9,3,100545,https://doi.org/10.1016/j.jik.2024.100545,https://www.sciencedirect.com/science/article/pii/S2444569X24000842,"Project managers, Generative artificial intelligence, Chatgpt, Appropriation Theory, Structural Equation Modeling","The integration of generative AI tools, such as chatbots, into project management is revolutionizing the field. This paper explores how project managers are adopting and adapting these tools, specifically focusing on ChatGPT, for enhanced project management. Using Adaptive Structuration Theory, the study examines project managers' appropriation of generative AI. It considers factors like Innovation Attitude, Peer Influence, and Task-Technology Fit, employing a survey of Italian project managers. The approach adopted to analyze data is based on Partial Least Square - Structural Equation Modeling. The research confirms the significance of the hypothesized antecedents in AI tool appropriation. Innovation Attitude and Peer Influence are shown to positively impact the creative and 'unfaithful' use of AI in project management. Task-Technology Fit is crucial for effective AI integration, impacting both creative behaviour and unfaithful appropriation. The study highlights the role of an innovative mindset, peer dynamics, and task compatibility in the effective use of AI tools in project management. It suggests potential areas for future research, including exploring cultural and organizational contexts and the rapid evolution of AI technologies.",,2444-569X
KIBE2023244,article,Harnessing fourth industrial revolution (4IR) technologies for sustainable development in Africa: a meta-analysis,Lucy Kibe and Tom Kwanya and Hesbon Nyagowa,2023,Technological Sustainability,2,3,244-258,https://doi.org/10.1108/TECHS-01-2023-0004,https://www.sciencedirect.com/science/article/pii/S2754131223000252,"The fourth industrial revolution, Sustainable development, Artificial intelligence, Blockchain, Africa","Purpose
The fourth industrial revolution (4IR) has changed the way people operate. All sectors of the economy have been affected by this technological advancement. However, little is known of how 4IR technologies are used in Africa. This paper aimed to investigate how 4IR technologies can be harnessed to support sustainable development in Africa. The objectives of the study were to: examine the infometric patterns of research production on 4IR technologies for sustainable development in Africa; explore the perception of 4IR technologies and their potential for sustainable development in Africa; investigate the extent to which 4IR technologies have been harnessed to support sustainable development in Africa; determine the factors influencing the use of 4IR technologies for sustainable development in Africa; and identify the strategies which can be used to harness 4IR technologies for sustainable development in Africa.
Design/methodology/approach
The study applied a mixed methods research approach. Quantitative data was collected through bibliometrics analysis while qualitative data was collected by use of systematic literature review. Data was collected from Google Scholar using Harzing's “Publish or Perish” software and analysed using Microsoft Excel, Notepad, VOSviewer and Atlas.ti and presented using tables, graphs and figures.
Findings
The study retrieved 914 research publications on 4IR and sustainable development in Africa. It emerged that production of research on the subject has increased gradually over the years. The findings reveal that Africa is aware of the potential of 4IR for sustainable development. In fact, it emerged that 4IR technologies are being used to support education, health services, tourism, e-commerce, records integrity and project management. Some of the factors that inhibit the use of 4IR for sustainable development Africa include lack of relevant policies, low skill levels in 4IR technologies, inadequate infrastructure and lack of stakeholder involvement. This study recommends the development of policies in 4IR, capacity building and upgrading of infrastructures. The findings can be used by governments in Africa to harness 4IR technologies for sustainable development.
Originality/value
The research is original in scope and coverage.",,2754-1312
RAMSAY2025103481,article,"Procurement and early deployment of artificial intelligence tools for chest diagnostics in NHS services in England: a rapid, mixed method evaluation",Angus I.G. Ramsay and Nadia Crellin and Rachel Lawrence and Holly Walton and Stuti Bagri and Emma Dodsworth and Holly Elphinstone and Fergus Gleeson and Amanda Halliday and Kevin Herbert and Joanne Lloyd and Efthalia Massou and Raj Mehta and Stephen Morris and Pei Li Ng and Tracy O’Regan and Chris Sherlaw-Johnson and Naomi J. Fulop,2025,eClinicalMedicine,,,103481,https://doi.org/10.1016/j.eclinm.2025.103481,https://www.sciencedirect.com/science/article/pii/S2589537025004146,"Artificial intelligence, Chest diagnostics, Radiology, Procurement, Implementation, Health services research","Summary
Background
Artificial Intelligence (AI) may support accurate, efficient radiology diagnostics. However, little is known about implementing AI in clinical settings. In 2023, NHS England launched a programme funding 12 networks of 66 NHS Trusts to implement AI for chest diagnostics, including lung cancer.
Methods
Rapid evaluation (March–September 2024) of procurement and early deployment of AI for chest diagnostics at network (n = 10) and Trust (n = 6) levels. We interviewed network teams, Trust staff, and AI suppliers (n = 51); observed planning, governance, and training (n = 57); and analysed relevant documents (n = 166). The NASSS framework guided thematic analysis.
Findings
Procurement and deployment of AI took longer than anticipated. Procurement involved engaging selection panels, assessing tenders, and contracting AI suppliers. Preparation for deployment involved AI integration; governance processes; staff engagement and training; planning patient engagement; and collating impact data; patient communication plans varied and were still developing. Challenges included: engaging staff with high clinical workloads; staff’s limited AI knowledge, time to participate, and concerns over appropriate tool usage; managing unsuccessful suppliers’ responses; and varied local governance processes, IT systems, and data availability and quality. Enablers included: programme leadership’s support; networks sharing expertise and capacity; committed clinical, technical, and procurement specialists and AI suppliers; clinical champions; and dedicated project management.
Interpretation
Implementing AI involved complex social and technical processes, requiring significant resources. Future implementation may benefit from ensuring sufficient time and capacity, ongoing stakeholder engagement at multiple levels, and greater consideration of patients and equity, diversity, and inclusion. Influential factors identified here mirror research on other healthcare innovations, suggesting AI may not address service challenges as straightforwardly as policymakers anticipate.
Funding
National Institute for Health and Care Research (NIHR), Health and Social Care Delivery Research programme (NIHR156380). NJF and AIGR are supported by NIHR Central London Patient Safety Research Collaboration. NJF is an NIHR Senior Investigator.",,2589-5370
REHAN2024165,article,Project manager's leadership behavioural practices – A systematic literature review,Ashok Rehan and David Thorpe and Amirhossein Heravi,2024,Asia Pacific Management Review,29,2,165-178,https://doi.org/10.1016/j.apmrv.2023.12.005,https://www.sciencedirect.com/science/article/pii/S1029313223001057,"Leadership practices, Leadership behaviours, Leadership characteristics, Construction projects, Communication, Project management and project success","The emergence of new technologies, artificial Intelligence, BANI environment and multidimensional complexity in projects requires project managers to have an innovative instinct to formulate efficient project management practices to achieve project success. Most articles in the extant literature have discussed leadership factors impacting project success; however, leadership behavioural practices encompassing characteristics/dimensions have not been considered and discussed in a unified manner. Therefore, a need arises with an objective for such a study to bridge the gap of a systematic literature review on leadership behavioural practice characteristics and provide a unified summarised effort to understand relationships with project success from relevant studies between 2000 and 2021. A sample of 72 out of 2805 articles was finally selected for rigorous analysis in a seven-step literature review process. This SLR has identified high to moderate levels of tangible managerial interpersonal and emotional behavioural practice characteristics compared to low-level task-oriented and intellectual practices on construction projects. Compelling evidence shows that relationship-building and people-oriented project leaders using effective communication and collaborative working are highly valued compared to task-oriented project leaders on successful construction projects. Effective leadership practices and findings from this SLR will provide a benchmark for future researchers to investigate further construction projects to generalize SLR outcomes on a broader scale. In addition, project organizations can use our identified cluster listings of behavioural practice characteristics during their recruitment process of project professionals. Low-valued soft skills in our analysis need more investigations in future research.",,1029-3132
