ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,note,bibsource,biburl,timestamp,publisher,editor,series,howpublished,month,eprint,eprinttype,urn,Abstract
DBLP:conf/aaai/HuangSZRK25,inproceedings,"Gradient Weight-normalized Low-rank Projection for Efficient {LLM}
Training","Jia{-}Hong Huang and
Yixian Shen and
Hongyi Zhu and
Stevan Rudinac and
Evangelos Kanoulas",2025,,"AAAI-25, Sponsored by the Association for the Advancement of Artificial
Intelligence, February 25 - March 4, 2025, Philadelphia, PA, {USA}",,,24123--24131,10.1609/AAAI.V39I23.34587,https://doi.org/10.1609/aaai.v39i23.34587,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/aaai/HuangSZRK25.bib,"Sat, 31 May 2025 01:00:00 +0200",{AAAI} Press,"Toby Walsh and
Julie Shah and
Zico Kolter",,,,,,,"Large Language Models (LLMs) have shown remarkable performance across various tasks, but the escalating demands on computational resources pose significant challenges, particularly in the extensive utilization of full fine-tuning for downstream tasks. To address this, parameter-efficient fine-tuning (PEFT) methods have been developed, but they often underperform compared to full fine-tuning and struggle with memory efficiency. In this work, we introduce Gradient Weight-Normalized Low-Rank Projection (GradNormLoRP), a novel approach that enhances both parameter and memory efficiency while maintaining comparable performance to full fine-tuning. GradNormLoRP normalizes the weight matrix to improve gradient conditioning, facilitating better convergence during optimization. Additionally, it applies low-rank approximations to the weight and gradient matrices, significantly reducing memory usage during training. Extensive experiments demonstrate that our 8-bit GradNormLoRP reduces optimizer memory usage by up to 89.5\% and enables the pre-training of large LLMs, such as LLaMA 7B, on consumer-level GPUs like the NVIDIA RTX 4090, without additional inference costs. Moreover, GradNormLoRP outperforms existing low-rank methods in fine-tuning tasks. For instance, when fine-tuning the RoBERTa model on all GLUE tasks with a rank of 8, GradNormLoRP achieves an average score of 80.65, surpassing LoRA's score of 79.23. These results underscore GradNormLoRP as a promising alternative for efficient LLM pre-training and fine-tuning."
DBLP:conf/aaai/Yang25,inproceedings,"Advancing Intelligent Software Development and Trustworthy Models
Through the Synergy of Software Engineering and LLMs",Guanqun Yang,2025,,"AAAI-25, Sponsored by the Association for the Advancement of Artificial
Intelligence, February 25 - March 4, 2025, Philadelphia, PA, {USA}",,,29313--29314,10.1609/AAAI.V39I28.35234,https://doi.org/10.1609/aaai.v39i28.35234,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/aaai/Yang25.bib,"Thu, 17 Apr 2025 01:00:00 +0200",{AAAI} Press,"Toby Walsh and
Julie Shah and
Zico Kolter",,,,,,,"Integrating Large Language Models (LLMs) into software engineering unlocks new opportunities to automate manual processes but raises challenges around reliability, safety, and scalability. My research centers on this synergy, with two key objectives: first, harnessing LLMs to solve software engineering tasks traditionally dependent on labor-intensive, domain-specific methods, and second, applying robust software engineering principles to improve LLM safety and performance. This dual focus creates a powerful feedback loop, where LLMs drive innovation while engineering rigor ensures these systems meet the high standards required for real-world applications."
DBLP:conf/acl/CocchieriRITM25,inproceedings,"""What do you call a dog that is incontrovertibly true? Dogma"": Testing
{LLM} Generalization through Humor","Alessio Cocchieri and
Luca Ragazzi and
Paolo Italiani and
Giuseppe Tagliavini and
Gianluca Moro",2025,,"Proceedings of the 63rd Annual Meeting of the Association for Computational
Linguistics (Volume 1: Long Papers), {ACL} 2025, Vienna, Austria,
July 27 - August 1, 2025",,,22922--22937,,https://aclanthology.org/2025.acl-long.1117/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/CocchieriRITM25.bib,"Wed, 24 Sep 2025 15:22:07 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/HabbaAIPBCSS25,inproceedings,"{DOVE:} {A} Large-Scale Multi-Dimensional Predictions Dataset Towards
Meaningful {LLM} Evaluation","Eliya Habba and
Ofir Arviv and
Itay Itzhak and
Yotam Perlitz and
Elron Bandel and
Leshem Choshen and
Michal Shmueli{-}Scheuer and
Gabriel Stanovsky",2025,,"Findings of the Association for Computational Linguistics, {ACL} 2025,
Vienna, Austria, July 27 - August 1, 2025",,,11744--11763,,https://aclanthology.org/2025.findings-acl.611/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/HabbaAIPBCSS25.bib,"Mon, 28 Jul 2025 15:13:54 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/LiangZ0LLXCZZZC25,inproceedings,Grammar-Based Code Representation: Is It a Worthy Pursuit for LLMs?,"Qingyuan Liang and
Zhao Zhang and
Zeyu Sun and
Zheng Lin and
Qi Luo and
Yueyi Xiao and
Yizhou Chen and
Yuqun Zhang and
Haotian Zhang and
Lu Zhang and
Chenbin Chenbin and
Yingfei Xiong",2025,,"Findings of the Association for Computational Linguistics, {ACL} 2025,
Vienna, Austria, July 27 - August 1, 2025",,,15640--15653,,https://aclanthology.org/2025.findings-acl.807/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/LiangZ0LLXCZZZC25.bib,"Tue, 29 Jul 2025 01:00:00 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/MomenSM25,inproceedings,"Filling the Temporal Void: Recovering Missing Publication Years in
the Project Gutenberg Corpus Using LLMs","Omar Momen and
Manuel Schaaf and
Alexander Mehler",2025,,"Findings of the Association for Computational Linguistics, {ACL} 2025,
Vienna, Austria, July 27 - August 1, 2025",,,17318--17334,,https://aclanthology.org/2025.findings-acl.890/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/MomenSM25.bib,"Mon, 28 Jul 2025 01:00:00 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/SheffieldMPDML25,inproceedings,"Is It {JUST} Semantics? {A} Case Study of Discourse Particle Understanding
in LLMs","William Berkeley Sheffield and
Kanishka Misra and
Valentina Pyatkin and
Ashwini Deo and
Kyle Mahowald and
Junyi Jessy Li",2025,,"Findings of the Association for Computational Linguistics, {ACL} 2025,
Vienna, Austria, July 27 - August 1, 2025",,,21704--21715,,https://aclanthology.org/2025.findings-acl.1117/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/SheffieldMPDML25.bib,"Mon, 28 Jul 2025 01:00:00 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/TraininA25,inproceedings,"T{\unicode{8309}}Score: {A} Methodology for Automatically Assessing
the Quality of {LLM} Generated Multi-Document Topic Sets","Itamar Trainin and
Omri Abend",2025,,"Findings of the Association for Computational Linguistics, {ACL} 2025,
Vienna, Austria, July 27 - August 1, 2025",,,26347--26375,,https://aclanthology.org/2025.findings-acl.1351/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/TraininA25.bib,"Mon, 28 Jul 2025 01:00:00 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/WangLSJ25,inproceedings,Continual Gradient Low-Rank Projection Fine-Tuning for LLMs,"Chenxu Wang and
Yilin Lyu and
Zicheng Sun and
Liping Jing",2025,,"Proceedings of the 63rd Annual Meeting of the Association for Computational
Linguistics (Volume 1: Long Papers), {ACL} 2025, Vienna, Austria,
July 27 - August 1, 2025",,,14815--14829,,https://aclanthology.org/2025.acl-long.721/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/WangLSJ25.bib,"Thu, 24 Jul 2025 01:00:00 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/acl/ZengLYSL25,inproceedings,It's Not Bragging If You Can Back It Up: Can LLMs Understand Braggings?,"Jingjie Zeng and
Huayang Li and
Liang Yang and
Yuanyuan Sun and
Hongfei Lin",2025,,"Proceedings of the 63rd Annual Meeting of the Association for Computational
Linguistics (Volume 1: Long Papers), {ACL} 2025, Vienna, Austria,
July 27 - August 1, 2025",,,17542--17560,,https://aclanthology.org/2025.acl-long.858/,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/acl/ZengLYSL25.bib,"Thu, 24 Jul 2025 01:00:00 +0200",Association for Computational Linguistics,"Wanxiang Che and
Joyce Nabende and
Ekaterina Shutova and
Mohammad Taher Pilehvar",,,,,,,
DBLP:conf/aied/GajewskaWBC25,inproceedings,"Leveraging a Multi-agent LLM-Based System to Educate Teachers in Hate
Incidents Management","Ewelina Gajewska and
Michal Wawer and
Katarzyna Budzynska and
Jaroslaw A. Chudziak",2025,,"Artificial Intelligence in Education - 26th International Conference,
{AIED} 2025, Palermo, Italy, July 22-26, 2025, Proceedings, Part {V}",15881,,332--339,10.1007/978-3-031-98462-4\_42,https://doi.org/10.1007/978-3-031-98462-4\_42,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/aied/GajewskaWBC25.bib,"Tue, 05 Aug 2025 01:00:00 +0200",Springer,"Alexandra I. Cristea and
Erin Walker and
Yu Lu and
Olga C. Santos and
Seiji Isotani",Lecture Notes in Computer Science,,,,,,
DBLP:conf/asplos/JeongA25,inproceedings,"Accelerating {LLM} Serving for Multi-turn Dialogues with Efficient
Resource Management","Jinwoo Jeong and
Jeongseob Ahn",2025,,"Proceedings of the 30th {ACM} International Conference on Architectural
Support for Programming Languages and Operating Systems, Volume 2,
{ASPLOS} 2025, Rotterdam, Netherlands, 30 March 2025 - 3 April 2025",,,1--15,10.1145/3676641.3716245,https://doi.org/10.1145/3676641.3716245,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/asplos/JeongA25.bib,"Thu, 01 May 2025 01:00:00 +0200",{ACM},"Lieven Eeckhout and
Georgios Smaragdakis and
Katai Liang and
Adrian Sampson and
Martha A. Kim and
Christopher J. Rossbach",,,,,,,"Although there have been significant efforts to make LLM serving efficient, we observe two limitations of current state-of-the-art serving frameworks in handling multi-turn dialogues between users and assistants, particularly in chat scenarios. First, existing LLM frameworks incur substantial computational overhead in recomputing attention keys and values (KVs) for understanding context across multiple turns of user queries. Second, as the prompt length of user queries is amplified due to multi-turns, a first-come-first-served (FCFS) scheduling policy often causes head-of-line blocking issues, leading to underutilization of GPU resources. To address these limitations, we present FlashGen to rapidly complete multi-turn queries by efficiently utilizing the compute and memory resources of GPUs as well as the host hardware (e.g., DRAM and SSD). We introduce a multi-level KV cache comprised of GPU, CPU, and SSD, to efficiently retain attention KVs from prior turns. Our approach employs low-cost cache restoration techniques to avoid the recomputation burden. Further, we propose a request reordering technique to effectively utilize GPU memory. This scheduling technique carefully adjusts the request order without compromising fairness. Our proposed techniques outperform the vLLM framework in terms of both latency and throughput. For OPT 30B and Llama-2 70B models with the ShareGPT dataset, we achieve 1.63x and 2.85x better throughput, respectively while in a similar latency boundary."
DBLP:conf/asplos/PrabhuNMRP25,inproceedings,vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention,"Ramya Prabhu and
Ajay Nayak and
Jayashree Mohan and
Ramachandran Ramjee and
Ashish Panwar",2025,,"Proceedings of the 30th {ACM} International Conference on Architectural
Support for Programming Languages and Operating Systems, Volume 1,
{ASPLOS} 2025, Rotterdam, The Netherlands, 30 March 2025 - 3 April
2025",,,1133--1150,10.1145/3669940.3707256,https://doi.org/10.1145/3669940.3707256,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/asplos/PrabhuNMRP25.bib,"Fri, 07 Mar 2025 00:00:00 +0100",{ACM},"Lieven Eeckhout and
Georgios Smaragdakis and
Kaitai Liang and
Adrian Sampson and
Martha A. Kim and
Christopher J. Rossbach",,,,,,,"PagedAttention is a popular approach for dynamic memory allocation in LLM serving systems. It enables on-demand allocation of GPU memory to mitigate KV cache fragmentation - a phenomenon that crippled the batch size (and consequently throughput) in prior systems. However, in trying to allocate physical memory at runtime, PagedAttention ends up changing the virtual memory layout of the KV cache from contiguous to non-contiguous. Such a design leads to non-trivial programming and performance overheads. We present vAttention - an approach that mitigates fragmentation in physical memory while retaining the virtual memory contiguity of the KV cache. We achieve this by decoupling the allocation of virtual and physical memory using CUDA virtual memory management APIs. We also introduce various LLM-specific optimizations to address the limitations of CUDA virtual memory support. Overall, vAttention is a simpler, portable, and performant alternative to PagedAttention: it supports various attention kernels out-of-the-box and improves LLM serving throughput by up to 1.23× compared to the use of PagedAttention-based kernels of FlashAttention-2 and FlashInfer."
DBLP:conf/caise/Casciani25,inproceedings,"Integrating LLMs and Symbolic Reasoning for Framed Autonomy in AI-Augmented
Business Process Management",Angelo Casciani,2025,,"Intelligent Information Systems - CAiSE 2025 Forum and Doctoral Consortium,
Vienna, Austria, June 16-20, 2025, Proceedings",557,,277--285,10.1007/978-3-031-94590-8\_33,https://doi.org/10.1007/978-3-031-94590-8\_33,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/caise/Casciani25.bib,"Fri, 04 Jul 2025 01:00:00 +0200",Springer,"Luise Pufahl and
Kristina Rosenthal and
Sergio Espa{\~{n}}a and
Selmin Nurcan",Lecture Notes in Business Information Processing,,,,,,
DBLP:conf/case/ChoudharyUPKSKTM25,inproceedings,"A Retrieval-Augmented Generation (RAG)-Based {LLM} for Modern Warehouse
Automation and Management","Kabita Choudhary and
Sheeba Uruj and
Abhinav Pathak and
V. Kalaichelvi and
Sujala D. Shetty and
R. Karthikeyan and
Tarek Taha and
Rajkumar Muthusamy",2025,,"21st {IEEE} International Conference on Automation Science and Engineering,
{CASE} 2025, Los Angeles, CA, USA, August 17-21, 2025",,,1688--1694,10.1109/CASE58245.2025.11164106,https://doi.org/10.1109/CASE58245.2025.11164106,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/case/ChoudharyUPKSKTM25.bib,"Tue, 30 Sep 2025 09:03:32 +0200",{IEEE},,,,,,,,"Robotics automation and integration is quickly becoming a pillar of Industry 4.0 in modern warehouse management systems, but existing solutions fail to seamlessly integrate autonomous robotics into operational workflows, that leads to inefficiencies and scalability challenges. As the dependency on robotics grows in warehouses, there is the need for more reliable data and adaptable systems. The traditional system is not flexible enough to support dynamically evolving warehouse infrastructure that leads to inefficiencies and operational challenges. To address these issues, an efficient and trustworthy automation system is highly needed. This paper proposes a Modern Warehouse Management System (MWMS) framework that integrates Retrieval-Augmented Generation (RAG) with Large Language Models (LLMs). The system uses an advanced framework to make it possible for robots to scan inventory on their own, sort packages in real time, plan their paths, assist people in pickup and place items, and to work together on tasks. A mock-up warehouse environment is developed to test and demonstrate the system’s capabilities in robotics assistance in a dynamic environment. The framework is evaluated using three LLMs, demonstrating its ability to interact with real-time data and enhance operational efficiency, accuracy, and trustworthiness."
DBLP:conf/chi/GoldiRU25,inproceedings,"Efficient Management of LLM-Based Coaching Agents' Reasoning While
Maintaining Interaction Quality and Speed","Andreas G{\""{o}}ldi and
Roman Rietsche and
Lyle H. Ungar",2025,,"Proceedings of the 2025 {CHI} Conference on Human Factors in Computing
Systems, {CHI} 2025, YokohamaJapan, 26 April 2025- 1 May 2025",,,992:1--992:18,10.1145/3706598.3713606,https://doi.org/10.1145/3706598.3713606,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/GoldiRU25.bib,"Sat, 09 Aug 2025 01:00:00 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding and
Bongshin Lee and
Marshini Chetty and
Phoebe O. Toups Dugas",,,,,,,"LLM-based agents improve upon standalone LLMs, which are optimized for immediate intent-satisfaction, by allowing the pursuit of more extended objectives, such as helping users over the long term. To do so, LLM-based agents need to reason before responding. For complex tasks like personalized coaching, this reasoning can be informed by adding relevant information at key moments, shifting it in the desired direction. However, the pursuit of objectives beyond interaction quality may compromise this very quality. Moreover, as the depth and informativeness of reasoning increase, so do the number of tokens required, leading to higher latency and cost. This study investigates how an LLM-based coaching agent can adjust its reasoning depth using a discrepancy mechanism that signals how much reasoning effort to allocate based on how well the objective is being met. Our discrepancy-based mechanism constrains reasoning to better align with alternative objectives, reducing cost roughly tenfold while minimally impacting interaction quality."
DBLP:conf/chi/JiangHZLA25,inproceedings,"Visiobo Demo: Augmenting Static Prints with Projection-based Visual
Cueing and Concept Mapping via {LLM} Reasoning","Jiaqi Jiang and
Kexin Huang and
Hanqing Zhou and
Huiying Lu and
Pengcheng An",2025,,"Proceedings of the Extended Abstracts of the {CHI} Conference on Human
Factors in Computing Systems, {CHI} {EA} 2025, Yokohama, Japan, 26
April 2025- 1 May 2025",,,753:1--753:5,10.1145/3706599.3721169,https://doi.org/10.1145/3706599.3721169,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/JiangHZLA25.bib,"Sun, 25 May 2025 20:50:59 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding",,,,,,,"Posters are widely used for information dissemination, but their static nature and limited interactivity often hinder engagement and personalized learning experiences. We introduce a guide agent Visiobo designed to enhance poster reading by providing personalized support and dynamic visual augmentations. Visiobo overlays cueing (e.g., highlights, arrows) to help users quickly locate key information and employs concept mapping to address the content limitations of static posters by offering structured, relevant information. The user study with 12 participants demonstrated that by dynamically adapting to user interests and seamlessly integrating voice interaction with visual overlay cueing and concept mapping, Visiobo provides an engaging and enriched poster reading experience."
DBLP:conf/chi/KretzerKBPM25,inproceedings,"Closing the Loop between User Stories and {GUI} Prototypes: An LLM-Based
Assistant for Cross-Functional Integration in Software Development","Felix Kretzer and
Kristian Kolthoff and
Christian Bartelt and
Simone Paolo Ponzetto and
Alexander Maedche",2025,,"Proceedings of the 2025 {CHI} Conference on Human Factors in Computing
Systems, {CHI} 2025, YokohamaJapan, 26 April 2025- 1 May 2025",,,879:1--879:19,10.1145/3706598.3713932,https://doi.org/10.1145/3706598.3713932,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/KretzerKBPM25.bib,"Fri, 09 May 2025 01:00:00 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding and
Bongshin Lee and
Marshini Chetty and
Phoebe O. Toups Dugas",,,,,,,"Graphical user interfaces (GUIs) are at the heart of almost every software we encounter. GUIs are often created through a collaborative effort involving UX designers, product owners, and software developers, constantly facing changing requirements. Historically, problems in GUI development include a fragmented, poorly integrated tool landscape and high synchronization efforts between stakeholders. Recent approaches suggest using large language models (LLMs) to recognize requirements fulfillment in GUIs and automatically propose new GUI components. Based on ten interviews with practitioners, this paper proposes an LLM-based assistant as a Figma plug-in that bridges the gap between user stories and GUI prototyping. We evaluated the prototype with 40 users and 40 crowd-workers, showing that the effectiveness of GUI creation is improved by using LLMs to detect requirements’ completion and generate new GUI components. We derive design rationales to support cross-functional integration in software development, ensuring that our plug-in integrates well into established processes."
DBLP:conf/chi/NeupaneDG025,inproceedings,"Wearable Meets {LLM} for Stress Management: {A} Duoethnographic Study
Integrating Wearable-Triggered Stressors and {LLM} Chatbots for Personalized
Interventions","Sameer Neupane and
Poorvesh Dongre and
Denis Gracanin and
Santosh Kumar",2025,,"Proceedings of the Extended Abstracts of the {CHI} Conference on Human
Factors in Computing Systems, {CHI} {EA} 2025, Yokohama, Japan, 26
April 2025- 1 May 2025",,,588:1--588:8,10.1145/3706599.3720197,https://doi.org/10.1145/3706599.3720197,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/NeupaneDG025.bib,"Fri, 09 May 2025 01:00:00 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding",,,,,,,"We use a duoethnographic approach to study how wearable-integrated LLM chatbots can assist with personalized stress management, addressing the growing need for immediacy and tailored interventions. Two researchers interacted with custom chatbots over 22 days, responding to wearable-detected physiological prompts, recording stressor phrases, and using them to seek tailored interventions from their LLM-powered chatbots. They recorded their experiences in autoethnographic diaries and analyzed them during weekly discussions, focusing on the relevance, clarity, and impact of chatbot-generated interventions. Results showed that even though most events triggered by the wearable were meaningful, only one in five warranted an intervention. It also showed that interventions tailored with brief event descriptions were more effective than generic ones. By examining the intersection of wearables and LLM, this research contributes to developing more effective, user-centric mental health tools for real-time stress relief and behavior change."
DBLP:conf/chi/SchirraVB25,inproceedings,"""It's Something to Polish Your Own Thoughts, Rather than Create Thoughts
for You"": Understanding Participants' Use of Chatbots and LLMs During
Online Research Participation","Steven Schirra and
Sasha G. Volkov and
Frank Bentley",2025,,"Proceedings of the Extended Abstracts of the {CHI} Conference on Human
Factors in Computing Systems, {CHI} {EA} 2025, Yokohama, Japan, 26
April 2025- 1 May 2025",,,20:1--20:6,10.1145/3706599.3720027,https://doi.org/10.1145/3706599.3720027,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/SchirraVB25.bib,"Thu, 01 May 2025 01:00:00 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding",,,,,,,"There are growing discussions within the research community about how to adapt study design given the widespread availability of Generative Artificial Intelligence (GenAI), including Large Language Models (LLMs). While much prior research has focused on LLM use from a researcher perspective (e.g. detecting and screening for LLM use) we present a complementary study from the perspective of participants who use LLMs during their research participation. In this exploratory interview study with 17 participants, we found a range of LLM use cases, from sourcing studies, to generating or modifying responses, to asking clarification questions about studies. We also explored participants’ ethical considerations, finding that participants considered researchers’ needs for authentic data when setting ethical boundaries. Participants also discussed how attempts to thwart their LLM use have negatively impacted their everyday participant experience. We propose a set of recommendations that researchers can incorporate into their studies to proactively address participant LLM use."
DBLP:conf/chi/ShenYZLNF25,inproceedings,"""It Warned Me Just at the Right Moment"": Exploring LLM-based Real-time
Detection of Phone Scams","Zitong Shen and
Sineng Yan and
Youqian Zhang and
Xiapu Luo and
Grace Ngai and
Eugene Yujun Fu",2025,,"Proceedings of the Extended Abstracts of the {CHI} Conference on Human
Factors in Computing Systems, {CHI} {EA} 2025, Yokohama, Japan, 26
April 2025- 1 May 2025",,,18:1--18:7,10.1145/3706599.3720263,https://doi.org/10.1145/3706599.3720263,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/ShenYZLNF25.bib,"Fri, 09 May 2025 01:00:00 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding",,,,,,,"Despite living in the era of the internet, phone-based scams remain one of the most prevalent forms of scams. These scams aim to exploit victims for financial gain, causing both monetary losses and psychological distress. While governments, industries, and academia have actively introduced various countermeasures, scammers also continue to evolve their tactics, making phone scams a persistent threat. To combat these increasingly sophisticated scams, detection technologies must also advance. In this work, we propose a framework for modeling scam calls and introduce an LLM-based real-time detection approach, which assesses fraudulent intent in conversations, further providing immediate warnings to users to mitigate harm. Through experiments, we evaluate the method’s performance and analyze key factors influencing its effectiveness. This analysis enables us to refine the method to improve precision while exploring the trade-off between recall and timeliness, paving the way for future directions in this critical area of research."
DBLP:conf/chi/ZhuYYTYS25,inproceedings,"AutoPBL: An LLM-powered Platform to Guide and Support Individual Learners
Through Self Project-based Learning","Yihao Zhu and
Zhoutong Ye and
Yichen Yuan and
Wenxuan Tang and
Chun Yu and
Yuanchun Shi",2025,,"Proceedings of the 2025 {CHI} Conference on Human Factors in Computing
Systems, {CHI} 2025, YokohamaJapan, 26 April 2025- 1 May 2025",,,584:1--584:26,10.1145/3706598.3714261,https://doi.org/10.1145/3706598.3714261,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/chi/ZhuYYTYS25.bib,"Mon, 28 Apr 2025 01:00:00 +0200",{ACM},"Naomi Yamashita and
Vanessa Evers and
Koji Yatani and
Sharon Xianghua Ding and
Bongshin Lee and
Marshini Chetty and
Phoebe O. Toups Dugas",,,,,,,"Self project-based learning (SPBL) is a popular learning style where learners follow tutorials and build projects by themselves. SPBL combines project-based learning’s benefit of being engaging and effective with the flexibility of self-learning. However, insufficient guidance and support during SPBL may lead to unsatisfactory learning experiences and outcomes. While LLM chatbots (e.g., ChatGPT) could potentially serve as SPBL tutors, we have yet to see an SPBL platform with responsible and systematic LLM integration. To address this gap, we present AutoPBL, an interactive learning platform for SPBL learners. We examined human PBL tutors’ roles through formative interviews to inform our design. AutoPBL features an LLM-guided learning process with checkpoint questions and in-context Q&A. In a user study where 29 beginners learned machine learning through entry-level projects, we found that AutoPBL effectively improves learning outcomes and elicits better learning behavior and metacognition by clarifying current priorities and providing timely assistance."
DBLP:conf/ci2/Fukumura025,inproceedings,"Can LLM-Powered Multi-Agent Systems Augment Human Creativity? Evidence
from Brainstorming Tasks","Kazuma Fukumura and
Takayuki Ito",2025,,"Proceedings of the {ACM} Collective Intelligence Conference, {CI}
2025, San Diego, CA, USA, August 4-6, 2025",,,20--29,10.1145/3715928.3737479,https://doi.org/10.1145/3715928.3737479,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/ci2/Fukumura025.bib,"Thu, 25 Sep 2025 15:30:56 +0200",{ACM},"Steven P. Dow and
Joshua Becker and
Besmira Nushi and
Lisa O'Bryan and
Saiph Savage",,,,,,,
DBLP:conf/compsac/ManakinaL25,inproceedings,"Designing Reusable LLM-Enhanced Assignments: {A} Quality-Oriented
Framework for Software Engineering Education","Olga Manakina and
Chung{-}Horng Lung",2025,,"49th {IEEE} Annual Computers, Software, and Applications Conference,
{COMPSAC} 2025, Toronto, ON, Canada, July 8-11, 2025",,,2212--2217,10.1109/COMPSAC65507.2025.00310,https://doi.org/10.1109/COMPSAC65507.2025.00310,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/conf/compsac/ManakinaL25.bib,"Fri, 05 Sep 2025 21:24:29 +0200",{IEEE},"Hossain Shahriar and
Kazi Shafiul Alam and
Hiroyuki Ohsaki and
Stelvio Cimato and
Miriam A. M. Capretz and
Shamem Ahmed and
Sheikh Iqbal Ahamed and
AKM Jahangir Alam Majumder and
Munirul Haque and
Tomoki Yoshihisa and
Alfredo Cuzzocrea and
Michiharu Takemoto and
Nazmus Sakib and
Marwa Elsayed",,,,,,,"Large Language Models (LLMs) are increasingly prevalent in software engineering (SE) practice, yet their integration into education remains improvised and lacks theoretical grounding. This paper presents a quality-oriented framework for LLM integration in programming curricula, drawing on Cognitive Load Theory and Constructivism. We demonstrate its utility by using an LLM (Claude Sonnet 3.7) to redesign an Operating Systems assignment, followed by expert evaluation. Results show that LLMs can serve as tools for curriculum design and aids for student learning. For instructors, LLMs streamline the redesign of assignments while maintaining quality. For learners, they provide structured guidance and promote metacognitive development. We position LLMs as reusable educational components that can improve learning outcomes for students and streamline material design for instructors, while preparing both for professional environments where Artificial Intelligence (AI) collaboration is increasingly expected."
